RowID,SourceFile,Scenario,Label,AttackFamily,BinaryLabel,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow ID,Source IP,Source Port,Destination IP,Context Destination Port,Protocol,Timestamp
52031,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,friday-workinghours-afternoon-ddos,BENIGN,BENIGN,0,18810.0,7.271763e+06,1.0,5.0,6.0,30.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,4.9506564,0.8251094,1.4543526e+06,3.2477625e+06,7.264125e+06,315.0,0.0,0.0,0.0,0.0,0.0,7.265231e+06,1.8163078e+06,3.6318782e+06,7.264125e+06,315.0,0.0,0.0,0.0,0.0,20.0,100.0,0.13751823,0.6875912,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,20.0,7638.0,0.0,7638.0,7638.0,7.264125e+06,0.0,7.264125e+06,7.264125e+06,172.16.0.1-192.168.10.50-18810-80-6,192.168.10.50,80.0,172.16.0.1,18810.0,6.0,7/7/2017 3:59
30116,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,thursday-workinghours-morning-webattacks,Web Attack - Brute Force,Web Attack,1,80.0,5.430726e+06,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7365498,1.810242e+06,3.1346672e+06,5.429844e+06,122.0,5.430726e+06,2.715363e+06,3.8388558e+06,5.429844e+06,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.55241233,0.18413745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-54406-80-6,172.16.0.1,54406.0,192.168.10.50,80.0,6.0,6/7/2017 9:32
134452,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,thursday-workinghours-afternoon-infilteration,Infiltration,Infiltration,1,444.0,6.971453e+07,20.0,20.0,3737.0,120.0,705.0,6.0,186.85,227.16103,6.0,6.0,6.0,0.0,55.32563,0.5737685,1.7875519e+06,8.993025e+06,5.5e+07,33.0,6.97e+07,3.6691605e+06,1.28e+07,5.5e+07,417.0,6.97e+07,3.6691692e+06,1.28e+07,5.5e+07,530.0,1.0,0.0,0.0,0.0,400.0,400.0,0.28688425,0.28688425,6.0,705.0,94.95122,181.0435,32776.746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,97.325,186.85,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3737.0,20.0,120.0,255.0,1063.0,19.0,20.0,557579.0,11.313708,557587.0,557571.0,3.4e+07,2.97e+07,5.5e+07,1.3e+07,192.168.10.8-205.174.165.73-1260-444-6,192.168.10.8,1260.0,205.174.165.73,444.0,6.0,6/7/2017 3:12
95387,Friday-WorkingHours-Morning.pcap_ISCX.csv,friday-workinghours-morning,BENIGN,BENIGN,0,53.0,241.0,2.0,2.0,56.0,568.0,28.0,28.0,28.0,0.0,284.0,284.0,284.0,0.0,2.5892115e+06,16597.51,80.333336,97.602936,190.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,8298.755,8298.755,28.0,284.0,130.4,140.21698,19660.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,28.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,2.0,568.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.3-192.168.10.5-53-61223-17,192.168.10.5,61223.0,192.168.10.3,53.0,17.0,7/7/2017 10:30
133817,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,friday-workinghours-afternoon-portscan,PortScan,Port Scan,1,3493.0,67.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,119402.984,29850.746,67.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,14925.373,14925.373,2.0,6.0,3.3333333,2.309401,5.3333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-56794-3493-6,172.16.0.1,56794.0,192.168.10.50,3493.0,6.0,7/7/2017 2:52
23144,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,friday-workinghours-afternoon-portscan,BENIGN,BENIGN,0,53.0,55694.0,2.0,2.0,68.0,202.0,34.0,34.0,34.0,0.0,101.0,101.0,101.0,0.0,4847.919,71.82102,18564.666,32111.654,55644.0,1.0,1.0,1.0,0.0,1.0,1.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,64.0,35.91051,35.91051,34.0,101.0,60.8,36.69741,1346.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,34.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,2.0,202.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.3-192.168.10.19-53-3628-17,192.168.10.19,3628.0,192.168.10.3,53.0,17.0,7/7/2017 1:36
189654,Friday-WorkingHours-Morning.pcap_ISCX.csv,friday-workinghours-morning,Bot,Bot,1,8080.0,1.013832e+06,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.754421,5.9181404,202766.4,276948.12,512687.0,454.0,1.013378e+06,506689.0,9435.633,513361.0,500017.0,1.013158e+06,506579.0,9336.638,513181.0,499977.0,0.0,0.0,0.0,0.0,92.0,60.0,2.9590702,2.9590702,0.0,6.0,2.5714285,3.207135,10.285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.15-205.174.165.73-53912-8080-6,192.168.10.15,53912.0,205.174.165.73,8080.0,6.0,7/7/2017 12:51
118512,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,friday-workinghours-afternoon-ddos,DDoS,DDoS,1,80.0,364846.0,3.0,6.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,4380.0,0.0,1934.5,2177.345,31884.686,24.667942,45605.75,128669.44,364046.0,3.0,647.0,323.5,433.45645,630.0,17.0,364800.0,72960.0,162722.27,364046.0,3.0,0.0,0.0,0.0,0.0,72.0,132.0,8.222648,16.445295,0.0,4380.0,1163.3,1903.9626,3.6250738e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1292.5555,8.666667,1934.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-29747-80-6,172.16.0.1,29747.0,192.168.10.50,80.0,6.0,7/7/2017 4:07
191186,Tuesday-WorkingHours.pcap_ISCX.csv,tuesday-workinghours,SSH-Patator,Brute Force,1,22.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,12500.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,247.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-50692-22-6,172.16.0.1,50692.0,192.168.10.50,22.0,6.0,4/7/2017 2:54
218236,Wednesday-workingHours.pcap_ISCX.csv,wednesday-workinghours,DoS Hulk,DoS,1,80.0,8.562024e+07,6.0,6.0,315.0,11595.0,297.0,0.0,52.5,119.81611,10136.0,0.0,1932.5,4060.2458,139.10262,0.14015378,7.7836585e+06,2.58e+07,8.55e+07,5.0,8.55e+07,1.71e+07,3.82e+07,8.55e+07,5.0,8.56e+07,1.71e+07,3.82e+07,8.55e+07,187.0,0.0,0.0,0.0,0.0,164.0,200.0,0.07007689,0.07007689,0.0,10136.0,916.61536,2798.8284,7.8334405e+06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,993.0,52.5,1932.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,315.0,6.0,11595.0,0.0,235.0,3.0,20.0,9006.0,0.0,9006.0,9006.0,8.55e+07,0.0,8.55e+07,8.55e+07,172.16.0.1-192.168.10.50-59504-80-6,172.16.0.1,59504.0,192.168.10.50,80.0,6.0,5/7/2017 10:53
124525,Friday-WorkingHours-Morning.pcap_ISCX.csv,friday-workinghours-morning,BENIGN,BENIGN,0,45285.0,57.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35087.72,57.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,17543.86,17543.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,374.0,397.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.217.9.234-192.168.10.17-443-45285-6,172.217.9.234,443.0,192.168.10.17,45285.0,6.0,7/7/2017 11:02
207419,Tuesday-WorkingHours.pcap_ISCX.csv,tuesday-workinghours,SSH-Patator,Brute Force,1,22.0,1.1208082e+07,22.0,32.0,2008.0,2745.0,640.0,0.0,91.27273,138.18214,976.0,0.0,85.78125,220.24059,424.069,4.8179517,211473.25,574337.3,2.068158e+06,15.0,9.267302e+06,441300.1,798890.25,2.113793e+06,233.0,1.12e+07,361546.56,718247.3,2.068158e+06,24.0,0.0,0.0,0.0,0.0,712.0,1032.0,1.9628693,2.8550825,0.0,976.0,86.41818,188.2012,35419.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,88.01852,91.27273,85.78125,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2008.0,32.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-49392-22-6,172.16.0.1,49392.0,192.168.10.50,22.0,6.0,4/7/2017 2:40
619720,Wednesday-workingHours.pcap_ISCX.csv,wednesday-workinghours,DoS GoldenEye,DoS,1,80.0,3.8898236e+07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051416215,3.89e+07,0.0,3.89e+07,3.89e+07,3.89e+07,3.89e+07,0.0,3.89e+07,3.89e+07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.051416215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,410.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,3.89e+07,0.0,3.89e+07,3.89e+07,172.16.0.1-192.168.10.50-39828-80-6,172.16.0.1,39828.0,192.168.10.50,80.0,6.0,5/7/2017 11:17
98766,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,thursday-workinghours-afternoon-infilteration,BENIGN,BENIGN,0,443.0,159.0,4.0,0.0,89.0,0.0,46.0,6.0,22.25,19.737865,0.0,0.0,0.0,0.0,559748.44,25157.232,53.0,53.25411,109.0,3.0,159.0,53.0,53.25411,109.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,25157.232,0.0,6.0,46.0,19.0,18.574175,345.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.75,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,89.0,0.0,0.0,63737.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.8-216.58.212.131-49587-443-6,192.168.10.8,49587.0,216.58.212.131,443.0,6.0,6/7/2017 2:54
406946,Wednesday-workingHours.pcap_ISCX.csv,wednesday-workinghours,BENIGN,BENIGN,0,443.0,1.1766357e+08,6.0,3.0,267.0,304.0,175.0,0.0,44.5,67.78717,212.0,46.0,101.333336,95.84014,4.852819,0.07648926,1.47e+07,2.72e+07,5.89e+07,38.0,1.18e+08,2.35e+07,3.22e+07,5.89e+07,32779.0,1.18e+08,5.88e+07,158155.75,5.89e+07,5.87e+07,1.0,0.0,0.0,0.0,192.0,96.0,0.050992843,0.025496421,0.0,212.0,74.6,80.97078,6556.2666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.888885,44.5,101.333336,0.0,0.0,0.0,0.0,0.0,0.0,6.0,267.0,3.0,304.0,332.0,16384.0,2.0,32.0,33022.0,309.71277,33241.0,32803.0,5.88e+07,158138.78,5.89e+07,5.87e+07,185.167.164.37-192.168.10.12-443-53298-6,192.168.10.12,53298.0,185.167.164.37,443.0,6.0,5/7/2017 2:12
95257,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,friday-workinghours-afternoon-ddos,BENIGN,BENIGN,0,64494.0,8.174981e+07,7.0,9.0,11613.0,62.0,4380.0,0.0,1659.0,2117.072,20.0,0.0,6.888889,5.3019915,142.8138,0.19571912,5.449987e+06,1.82e+07,7.04e+07,1.0,8.17e+07,1.36e+07,3.33e+07,8.17e+07,53.0,8.17e+07,1.02e+07,2.46e+07,7.04e+07,1.0,0.0,0.0,0.0,0.0,152.0,192.0,0.085627116,0.11009201,0.0,4380.0,687.1177,1543.7859,2.383275e+06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,730.0625,1659.0,6.888889,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11613.0,9.0,62.0,229.0,256.0,5.0,20.0,26233.0,0.0,26233.0,26233.0,4.08e+07,4.18e+07,7.04e+07,1.13e+07,172.16.0.1-192.168.10.50-64494-80-6,192.168.10.50,80.0,172.16.0.1,64494.0,6.0,7/7/2017 4:04
